Year Reported,year,Location,cityfip,aids_rep
1987,1987,"Akron, OH",0080,15
1987,1987,"Albany-Schenectady, NY",0160,37
1987,1987,"Albuquerque, N.M.",0200,30
1987,1987,"Allentown, PA",0240,14
1987,1987,"Ann Arbor, MI",0440,9
1987,1987,"Atlanta, GA",0520,369
1987,1987,"Austin, TX",0640,87
1987,1987,"Bakersfield, CA",0680,14
1987,1987,"Baltimore, MD",0720,221
1987,1987,"Baton Rouge, LA",0760,21
1987,1987,"Bergen-Passaic, NJ",0875,215
1987,1987,"Birmingham, AL",1000,40
1987,1987,"Boston, MA",1123,412
1987,1987,"Buffalo, NY",1280,26
1987,1987,"Charleston, SC",1440,18
1987,1987,"Charlotte, NC",1520,50
1987,1987,"Chicago, IL",1600,568
1987,1987,"Cincinnati, OH",1640,57
1987,1987,"Cleveland, OH",1680,98
1987,1987,"Colorado Springs, CO",1720,7
1987,1987,"Columbia, SC",1760,11
1987,1987,"Columbus, OH",1840,67
1987,1987,"Dallas, TX",1920,493
1987,1987,"Dayton, OH",2000,33
1987,1987,"Daytona Beach, FL",2020,22
1987,1987,"Denver, CO",2080,187
1987,1987,"Detroit, MI",2160,136
1987,1987,"El Paso, TX",2320,16
1987,1987,"Fort Lauderdale, FL",2680,289
1987,1987,"Fort Wayne, IN",2760,14
1987,1987,"Fort Worth, TX",2800,86
1987,1987,"Fresno, CA",2840,21
1987,1987,"Gary, IN",2960,9
1987,1987,"Grand Rapids, MI",3000,17
1987,1987,"Greensboro, NC",3120,32
1987,1987,"Greenvile, SC",3160,18
1987,1987,"Harrisburg, PA",3240,27
1987,1987,"Hartford, CT",3283,69
1987,1987,"Honolulu, HI",3320,68
1987,1987,"Houston, TX",3360,697
1987,1987,"Indianapolis, IN",3480,59
1987,1987,"Jacksonville, FL",3600,95
1987,1987,"Jersey City, NJ",3640,256
1987,1987,"Kansas City, MO",3760,129
1987,1987,"Knoxville, TN",3840,13
1987,1987,"Las Vegas, NV",4120,68
1987,1987,"Little Rock, AR",4400,23
1987,1987,"Los Angeles, CA",4480,1818
1987,1987,"Louisville, KY",4520,19
1987,1987,"McAllen-Edinburg-Mission, TX",4880,5
1987,1987,"Memphis, TN",4920,28
1987,1987,"Miami, FL",5000,474
1987,1987,"Middlesex, NJ",5015,118
1987,1987,"Milwaukee, WI",5080,59
1987,1987,"Minneapolis-St Paul, MN",5120,109
1987,1987,"Mobile, Al",5160,37
1987,1987,"Monmouth-Ocean City, NJ",5190,81
1987,1987,"Nashville, TN",5360,11
1987,1987,"Nassau-Suffolk, NY",5380,200
1987,1987,"New Haven, CT",5483,159
1987,1987,"New Orleans, LA",5560,237
1987,1987,"New York, NY",5600,3393
1987,1987,"Newark, NJ",5640,626
1987,1987,"Norfolk, VA",5720,59
1987,1987,"Oakland, CA",5775,343
1987,1987,"Oklahoma City, OK",5880,56
1987,1987,"Omaha, NE",5920,14
1987,1987,"Orange County, CA",5945,248
1987,1987,"Orlando, FL",5960,66
1987,1987,"Philadelphia, PA",6160,501
1987,1987,"Phoenix, AZ",6200,151
1987,1987,"Pittsburgh, PA",6280,99
1987,1987,"Portland, OR",6440,143
1987,1987,"Providence, RI",6483,62
1987,1987,"Raleigh-Durham, NC",6640,50
1987,1987,"Richmond, VA",6760,48
1987,1987,"Riverside-S Berndino, CA",6780,179
1987,1987,"Rochester, NY",6840,46
1987,1987,"Sacramento, CA",6920,110
1987,1987,"Saint Louis, MO",7040,91
1987,1987,"Salt Lake City, UT",7160,34
1987,1987,"San Antonio, TX",7240,58
1987,1987,"San Diego, CA",7320,395
1987,1987,"San Francisco, CA",7360,1545
1987,1987,"San Jose, CA",7400,120
1987,1987,"San Juan, PR",7440,139
1987,1987,"Sarasota, FL",7510,16
1987,1987,"Scranton, PA",7560,12
1987,1987,"Seattle, WA",7600,248
1987,1987,"Springfield, MA",8003,23
1987,1987,"Stockton, CA",8120,23
1987,1987,"Syracuse, NY",8160,17
1987,1987,"Tacoma, WA",8200,19
1987,1987,"Tampa-Saint Petersburg, FL",8280,167
1987,1987,"Toledo, OH",8400,15
1987,1987,"Tucson, AZ",8520,52
1987,1987,"Tulsa, OK",8560,23
1987,1987,"Vallejo-Fairfield-Napa, CA",8720,32
1987,1987,"Ventura, CA",8735,24
1987,1987,"Washington, DC",8840,763
1987,1987,"West Palm Beach, FL",8960,197
1987,1987,"Wichita, KS",9040,11
1987,1987,"Wilmington, DE",9160,31
1987,1987,"Youngstown, OH",9320,12
1987,1987,NA,NA,18879
1988,1988,"Akron, OH",0080,26
1988,1988,"Albany-Schenectady, NY",0160,61
1988,1988,"Albuquerque, N.M.",0200,34
1988,1988,"Allentown, PA",0240,25
1988,1988,"Ann Arbor, MI",0440,20
1988,1988,"Atlanta, GA",0520,612
1988,1988,"Austin, TX",0640,109
1988,1988,"Bakersfield, CA",0680,22
1988,1988,"Baltimore, MD",0720,320
1988,1988,"Baton Rouge, LA",0760,36
1988,1988,"Bergen-Passaic, NJ",0875,295
1988,1988,"Birmingham, AL",1000,65
1988,1988,"Boston, MA",1123,669
1988,1988,"Buffalo, NY",1280,55
1988,1988,"Charleston, SC",1440,41
1988,1988,"Charlotte, NC",1520,65
1988,1988,"Chicago, IL",1600,882
1988,1988,"Cincinnati, OH",1640,68
1988,1988,"Cleveland, OH",1680,128
1988,1988,"Colorado Springs, CO",1720,21
1988,1988,"Columbia, SC",1760,35
1988,1988,"Columbus, OH",1840,121
1988,1988,"Dallas, TX",1920,547
1988,1988,"Dayton, OH",2000,43
1988,1988,"Daytona Beach, FL",2020,35
1988,1988,"Denver, CO",2080,254
1988,1988,"Detroit, MI",2160,320
1988,1988,"El Paso, TX",2320,18
1988,1988,"Fort Lauderdale, FL",2680,357
1988,1988,"Fort Wayne, IN",2760,5
1988,1988,"Fort Worth, TX",2800,120
1988,1988,"Fresno, CA",2840,41
1988,1988,"Gary, IN",2960,8
1988,1988,"Grand Rapids, MI",3000,24
1988,1988,"Greensboro, NC",3120,42
1988,1988,"Greenvile, SC",3160,19
1988,1988,"Harrisburg, PA",3240,38
1988,1988,"Hartford, CT",3283,104
1988,1988,"Honolulu, HI",3320,86
1988,1988,"Houston, TX",3360,902
1988,1988,"Indianapolis, IN",3480,40
1988,1988,"Jacksonville, FL",3600,161
1988,1988,"Jersey City, NJ",3640,457
1988,1988,"Kansas City, MO",3760,234
1988,1988,"Knoxville, TN",3840,25
1988,1988,"Las Vegas, NV",4120,87
1988,1988,"Little Rock, AR",4400,31
1988,1988,"Los Angeles, CA",4480,1884
1988,1988,"Louisville, KY",4520,45
1988,1988,"McAllen-Edinburg-Mission, TX",4880,1
1988,1988,"Memphis, TN",4920,102
1988,1988,"Miami, FL",5000,719
1988,1988,"Middlesex, NJ",5015,186
1988,1988,"Milwaukee, WI",5080,67
1988,1988,"Minneapolis-St Paul, MN",5120,151
1988,1988,"Mobile, Al",5160,42
1988,1988,"Monmouth-Ocean City, NJ",5190,140
1988,1988,"Nashville, TN",5360,129
1988,1988,"Nassau-Suffolk, NY",5380,329
1988,1988,"New Haven, CT",5483,260
1988,1988,"New Orleans, LA",5560,249
1988,1988,"New York, NY",5600,5760
1988,1988,"Newark, NJ",5640,1042
1988,1988,"Norfolk, VA",5720,84
1988,1988,"Oakland, CA",5775,368
1988,1988,"Oklahoma City, OK",5880,70
1988,1988,"Omaha, NE",5920,35
1988,1988,"Orange County, CA",5945,241
1988,1988,"Orlando, FL",5960,186
1988,1988,"Philadelphia, PA",6160,624
1988,1988,"Phoenix, AZ",6200,224
1988,1988,"Pittsburgh, PA",6280,101
1988,1988,"Portland, OR",6440,151
1988,1988,"Providence, RI",6483,76
1988,1988,"Raleigh-Durham, NC",6640,62
1988,1988,"Richmond, VA",6760,60
1988,1988,"Riverside-S Berndino, CA",6780,180
1988,1988,"Rochester, NY",6840,101
1988,1988,"Sacramento, CA",6920,134
1988,1988,"Saint Louis, MO",7040,167
1988,1988,"Salt Lake City, UT",7160,67
1988,1988,"San Antonio, TX",7240,227
1988,1988,"San Diego, CA",7320,448
1988,1988,"San Francisco, CA",7360,1687
1988,1988,"San Jose, CA",7400,159
1988,1988,"San Juan, PR",7440,737
1988,1988,"Sarasota, FL",7510,50
1988,1988,"Scranton, PA",7560,16
1988,1988,"Seattle, WA",7600,242
1988,1988,"Springfield, MA",8003,25
1988,1988,"Stockton, CA",8120,29
1988,1988,"Syracuse, NY",8160,41
1988,1988,"Tacoma, WA",8200,23
1988,1988,"Tampa-Saint Petersburg, FL",8280,369
1988,1988,"Toledo, OH",8400,24
1988,1988,"Tucson, AZ",8520,33
1988,1988,"Tulsa, OK",8560,50
1988,1988,"Vallejo-Fairfield-Napa, CA",8720,39
1988,1988,"Ventura, CA",8735,41
1988,1988,"Washington, DC",8840,812
1988,1988,"West Palm Beach, FL",8960,281
1988,1988,"Wichita, KS",9040,15
1988,1988,"Wilmington, DE",9160,48
1988,1988,"Youngstown, OH",9320,17
1988,1988,NA,NA,27158
1989,1989,"Akron, OH",0080,23
1989,1989,"Albany-Schenectady, NY",0160,62
1989,1989,"Albuquerque, N.M.",0200,57
1989,1989,"Allentown, PA",0240,29
1989,1989,"Ann Arbor, MI",0440,15
1989,1989,"Atlanta, GA",0520,853
1989,1989,"Austin, TX",0640,203
1989,1989,"Bakersfield, CA",0680,35
1989,1989,"Baltimore, MD",0720,464
1989,1989,"Baton Rouge, LA",0760,51
1989,1989,"Bergen-Passaic, NJ",0875,206
1989,1989,"Birmingham, AL",1000,73
1989,1989,"Boston, MA",1123,691
1989,1989,"Buffalo, NY",1280,79
1989,1989,"Charleston, SC",1440,61
1989,1989,"Charlotte, NC",1520,89
1989,1989,"Chicago, IL",1600,946
1989,1989,"Cincinnati, OH",1640,62
1989,1989,"Cleveland, OH",1680,131
1989,1989,"Colorado Springs, CO",1720,29
1989,1989,"Columbia, SC",1760,62
1989,1989,"Columbus, OH",1840,109
1989,1989,"Dallas, TX",1920,534
1989,1989,"Dayton, OH",2000,56
1989,1989,"Daytona Beach, FL",2020,54
1989,1989,"Denver, CO",2080,316
1989,1989,"Detroit, MI",2160,345
1989,1989,"El Paso, TX",2320,33
1989,1989,"Fort Lauderdale, FL",2680,575
1989,1989,"Fort Wayne, IN",2760,17
1989,1989,"Fort Worth, TX",2800,153
1989,1989,"Fresno, CA",2840,47
1989,1989,"Gary, IN",2960,44
1989,1989,"Grand Rapids, MI",3000,36
1989,1989,"Greensboro, NC",3120,75
1989,1989,"Greenvile, SC",3160,48
1989,1989,"Harrisburg, PA",3240,47
1989,1989,"Hartford, CT",3283,142
1989,1989,"Honolulu, HI",3320,122
1989,1989,"Houston, TX",3360,884
1989,1989,"Indianapolis, IN",3480,201
1989,1989,"Jacksonville, FL",3600,194
1989,1989,"Jersey City, NJ",3640,306
1989,1989,"Kansas City, MO",3760,248
1989,1989,"Knoxville, TN",3840,22
1989,1989,"Las Vegas, NV",4120,127
1989,1989,"Little Rock, AR",4400,30
1989,1989,"Los Angeles, CA",4480,2290
1989,1989,"Louisville, KY",4520,43
1989,1989,"McAllen-Edinburg-Mission, TX",4880,17
1989,1989,"Memphis, TN",4920,85
1989,1989,"Miami, FL",5000,945
1989,1989,"Middlesex, NJ",5015,167
1989,1989,"Milwaukee, WI",5080,71
1989,1989,"Minneapolis-St Paul, MN",5120,155
1989,1989,"Mobile, Al",5160,49
1989,1989,"Monmouth-Ocean City, NJ",5190,179
1989,1989,"Nashville, TN",5360,78
1989,1989,"Nassau-Suffolk, NY",5380,346
1989,1989,"New Haven, CT",5483,237
1989,1989,"New Orleans, LA",5560,307
1989,1989,"New York, NY",5600,4740
1989,1989,"Newark, NJ",5640,969
1989,1989,"Norfolk, VA",5720,77
1989,1989,"Oakland, CA",5775,398
1989,1989,"Oklahoma City, OK",5880,88
1989,1989,"Omaha, NE",5920,23
1989,1989,"Orange County, CA",5945,279
1989,1989,"Orlando, FL",5960,166
1989,1989,"Philadelphia, PA",6160,775
1989,1989,"Phoenix, AZ",6200,232
1989,1989,"Pittsburgh, PA",6280,166
1989,1989,"Portland, OR",6440,190
1989,1989,"Providence, RI",6483,78
1989,1989,"Raleigh-Durham, NC",6640,102
1989,1989,"Richmond, VA",6760,93
1989,1989,"Riverside-S Berndino, CA",6780,255
1989,1989,"Rochester, NY",6840,64
1989,1989,"Sacramento, CA",6920,159
1989,1989,"Saint Louis, MO",7040,182
1989,1989,"Salt Lake City, UT",7160,60
1989,1989,"San Antonio, TX",7240,190
1989,1989,"San Diego, CA",7320,502
1989,1989,"San Francisco, CA",7360,1755
1989,1989,"San Jose, CA",7400,119
1989,1989,"San Juan, PR",7440,887
1989,1989,"Sarasota, FL",7510,79
1989,1989,"Scranton, PA",7560,19
1989,1989,"Seattle, WA",7600,388
1989,1989,"Springfield, MA",8003,45
1989,1989,"Stockton, CA",8120,28
1989,1989,"Syracuse, NY",8160,57
1989,1989,"Tacoma, WA",8200,40
1989,1989,"Tampa-Saint Petersburg, FL",8280,380
1989,1989,"Toledo, OH",8400,24
1989,1989,"Tucson, AZ",8520,56
1989,1989,"Tulsa, OK",8560,48
1989,1989,"Vallejo-Fairfield-Napa, CA",8720,56
1989,1989,"Ventura, CA",8735,32
1989,1989,"Washington, DC",8840,856
1989,1989,"West Palm Beach, FL",8960,323
1989,1989,"Wichita, KS",9040,27
1989,1989,"Wilmington, DE",9160,57
1989,1989,"Youngstown, OH",9320,19
1989,1989,NA,NA,29038
1990,1990,"Akron, OH",0080,28
1990,1990,"Albany-Schenectady, NY",0160,71
1990,1990,"Albuquerque, N.M.",0200,52
1990,1990,"Allentown, PA",0240,51
1990,1990,"Ann Arbor, MI",0440,24
1990,1990,"Atlanta, GA",0520,947
1990,1990,"Austin, TX",0640,232
1990,1990,"Bakersfield, CA",0680,33
1990,1990,"Baltimore, MD",0720,638
1990,1990,"Baton Rouge, LA",0760,57
1990,1990,"Bergen-Passaic, NJ",0875,344
1990,1990,"Birmingham, AL",1000,73
1990,1990,"Boston, MA",1123,735
1990,1990,"Buffalo, NY",1280,109
1990,1990,"Charleston, SC",1440,81
1990,1990,"Charlotte, NC",1520,100
1990,1990,"Chicago, IL",1600,1093
1990,1990,"Cincinnati, OH",1640,134
1990,1990,"Cleveland, OH",1680,161
1990,1990,"Colorado Springs, CO",1720,21
1990,1990,"Columbia, SC",1760,87
1990,1990,"Columbus, OH",1840,146
1990,1990,"Dallas, TX",1920,787
1990,1990,"Dayton, OH",2000,74
1990,1990,"Daytona Beach, FL",2020,87
1990,1990,"Denver, CO",2080,304
1990,1990,"Detroit, MI",2160,385
1990,1990,"El Paso, TX",2320,32
1990,1990,"Fort Lauderdale, FL",2680,792
1990,1990,"Fort Wayne, IN",2760,16
1990,1990,"Fort Worth, TX",2800,196
1990,1990,"Fresno, CA",2840,63
1990,1990,"Gary, IN",2960,22
1990,1990,"Grand Rapids, MI",3000,42
1990,1990,"Greensboro, NC",3120,95
1990,1990,"Greenvile, SC",3160,48
1990,1990,"Harrisburg, PA",3240,33
1990,1990,"Hartford, CT",3283,145
1990,1990,"Honolulu, HI",3320,116
1990,1990,"Houston, TX",3360,1315
1990,1990,"Indianapolis, IN",3480,145
1990,1990,"Jacksonville, FL",3600,262
1990,1990,"Jersey City, NJ",3640,351
1990,1990,"Kansas City, MO",3760,286
1990,1990,"Knoxville, TN",3840,29
1990,1990,"Las Vegas, NV",4120,156
1990,1990,"Little Rock, AR",4400,73
1990,1990,"Los Angeles, CA",4480,2354
1990,1990,"Louisville, KY",4520,71
1990,1990,"McAllen-Edinburg-Mission, TX",4880,22
1990,1990,"Memphis, TN",4920,104
1990,1990,"Miami, FL",5000,1004
1990,1990,"Middlesex, NJ",5015,154
1990,1990,"Milwaukee, WI",5080,113
1990,1990,"Minneapolis-St Paul, MN",5120,179
1990,1990,"Mobile, Al",5160,41
1990,1990,"Monmouth-Ocean City, NJ",5190,195
1990,1990,"Nashville, TN",5360,109
1990,1990,"Nassau-Suffolk, NY",5380,384
1990,1990,"New Haven, CT",5483,240
1990,1990,"New Orleans, LA",5560,390
1990,1990,"New York, NY",5600,6983
1990,1990,"Newark, NJ",5640,966
1990,1990,"Norfolk, VA",5720,191
1990,1990,"Oakland, CA",5775,594
1990,1990,"Oklahoma City, OK",5880,102
1990,1990,"Omaha, NE",5920,40
1990,1990,"Orange County, CA",5945,380
1990,1990,"Orlando, FL",5960,268
1990,1990,"Philadelphia, PA",6160,885
1990,1990,"Phoenix, AZ",6200,227
1990,1990,"Pittsburgh, PA",6280,165
1990,1990,"Portland, OR",6440,286
1990,1990,"Providence, RI",6483,83
1990,1990,"Raleigh-Durham, NC",6640,118
1990,1990,"Richmond, VA",6760,132
1990,1990,"Riverside-S Berndino, CA",6780,276
1990,1990,"Rochester, NY",6840,81
1990,1990,"Sacramento, CA",6920,137
1990,1990,"Saint Louis, MO",7040,296
1990,1990,"Salt Lake City, UT",7160,88
1990,1990,"San Antonio, TX",7240,232
1990,1990,"San Diego, CA",7320,664
1990,1990,"San Francisco, CA",7360,2076
1990,1990,"San Jose, CA",7400,192
1990,1990,"San Juan, PR",7440,1092
1990,1990,"Sarasota, FL",7510,59
1990,1990,"Scranton, PA",7560,32
1990,1990,"Seattle, WA",7600,568
1990,1990,"Springfield, MA",8003,75
1990,1990,"Stockton, CA",8120,30
1990,1990,"Syracuse, NY",8160,50
1990,1990,"Tacoma, WA",8200,52
1990,1990,"Tampa-Saint Petersburg, FL",8280,404
1990,1990,"Toledo, OH",8400,40
1990,1990,"Tucson, AZ",8520,57
1990,1990,"Tulsa, OK",8560,54
1990,1990,"Vallejo-Fairfield-Napa, CA",8720,81
1990,1990,"Ventura, CA",8735,41
1990,1990,"Washington, DC",8840,1285
1990,1990,"West Palm Beach, FL",8960,340
1990,1990,"Wichita, KS",9040,38
1990,1990,"Wilmington, DE",9160,72
1990,1990,"Youngstown, OH",9320,24
1990,1990,NA,NA,36287
1991,1991,"Akron, OH",0080,34
1991,1991,"Albany-Schenectady, NY",0160,82
1991,1991,"Albuquerque, N.M.",0200,68
1991,1991,"Allentown, PA",0240,35
1991,1991,"Ann Arbor, MI",0440,30
1991,1991,"Atlanta, GA",0520,1104
1991,1991,"Austin, TX",0640,200
1991,1991,"Bakersfield, CA",0680,48
1991,1991,"Baltimore, MD",0720,568
1991,1991,"Baton Rouge, LA",0760,80
1991,1991,"Bergen-Passaic, NJ",0875,232
1991,1991,"Birmingham, AL",1000,109
1991,1991,"Boston, MA",1123,820
1991,1991,"Buffalo, NY",1280,97
1991,1991,"Charleston, SC",1440,68
1991,1991,"Charlotte, NC",1520,86
1991,1991,"Chicago, IL",1600,1358
1991,1991,"Cincinnati, OH",1640,97
1991,1991,"Cleveland, OH",1680,193
1991,1991,"Colorado Springs, CO",1720,25
1991,1991,"Columbia, SC",1760,71
1991,1991,"Columbus, OH",1840,116
1991,1991,"Dallas, TX",1920,710
1991,1991,"Dayton, OH",2000,57
1991,1991,"Daytona Beach, FL",2020,69
1991,1991,"Denver, CO",2080,357
1991,1991,"Detroit, MI",2160,465
1991,1991,"El Paso, TX",2320,48
1991,1991,"Fort Lauderdale, FL",2680,915
1991,1991,"Fort Wayne, IN",2760,8
1991,1991,"Fort Worth, TX",2800,179
1991,1991,"Fresno, CA",2840,80
1991,1991,"Gary, IN",2960,35
1991,1991,"Grand Rapids, MI",3000,51
1991,1991,"Greensboro, NC",3120,117
1991,1991,"Greenvile, SC",3160,62
1991,1991,"Harrisburg, PA",3240,42
1991,1991,"Hartford, CT",3283,170
1991,1991,"Honolulu, HI",3320,127
1991,1991,"Houston, TX",3360,1169
1991,1991,"Indianapolis, IN",3480,152
1991,1991,"Jacksonville, FL",3600,218
1991,1991,"Jersey City, NJ",3640,401
1991,1991,"Kansas City, MO",3760,234
1991,1991,"Knoxville, TN",3840,26
1991,1991,"Las Vegas, NV",4120,196
1991,1991,"Little Rock, AR",4400,64
1991,1991,"Los Angeles, CA",4480,2539
1991,1991,"Louisville, KY",4520,68
1991,1991,"McAllen-Edinburg-Mission, TX",4880,14
1991,1991,"Memphis, TN",4920,105
1991,1991,"Miami, FL",5000,1918
1991,1991,"Middlesex, NJ",5015,184
1991,1991,"Milwaukee, WI",5080,103
1991,1991,"Minneapolis-St Paul, MN",5120,186
1991,1991,"Mobile, Al",5160,104
1991,1991,"Monmouth-Ocean City, NJ",5190,153
1991,1991,"Nashville, TN",5360,119
1991,1991,"Nassau-Suffolk, NY",5380,330
1991,1991,"New Haven, CT",5483,356
1991,1991,"New Orleans, LA",5560,501
1991,1991,"New York, NY",5600,6782
1991,1991,"Newark, NJ",5640,903
1991,1991,"Norfolk, VA",5720,138
1991,1991,"Oakland, CA",5775,434
1991,1991,"Oklahoma City, OK",5880,90
1991,1991,"Omaha, NE",5920,44
1991,1991,"Orange County, CA",5945,425
1991,1991,"Orlando, FL",5960,388
1991,1991,"Philadelphia, PA",6160,920
1991,1991,"Phoenix, AZ",6200,206
1991,1991,"Pittsburgh, PA",6280,125
1991,1991,"Portland, OR",6440,213
1991,1991,"Providence, RI",6483,85
1991,1991,"Raleigh-Durham, NC",6640,146
1991,1991,"Richmond, VA",6760,131
1991,1991,"Riverside-S Berndino, CA",6780,350
1991,1991,"Rochester, NY",6840,87
1991,1991,"Sacramento, CA",6920,214
1991,1991,"Saint Louis, MO",7040,359
1991,1991,"Salt Lake City, UT",7160,113
1991,1991,"San Antonio, TX",7240,211
1991,1991,"San Diego, CA",7320,614
1991,1991,"San Francisco, CA",7360,1943
1991,1991,"San Jose, CA",7400,181
1991,1991,"San Juan, PR",7440,1054
1991,1991,"Sarasota, FL",7510,120
1991,1991,"Scranton, PA",7560,25
1991,1991,"Seattle, WA",7600,422
1991,1991,"Springfield, MA",8003,97
1991,1991,"Stockton, CA",8120,60
1991,1991,"Syracuse, NY",8160,52
1991,1991,"Tacoma, WA",8200,37
1991,1991,"Tampa-Saint Petersburg, FL",8280,515
1991,1991,"Toledo, OH",8400,38
1991,1991,"Tucson, AZ",8520,53
1991,1991,"Tulsa, OK",8560,60
1991,1991,"Vallejo-Fairfield-Napa, CA",8720,85
1991,1991,"Ventura, CA",8735,58
1991,1991,"Washington, DC",8840,1309
1991,1991,"West Palm Beach, FL",8960,379
1991,1991,"Wichita, KS",9040,23
1991,1991,"Wilmington, DE",9160,59
1991,1991,"Youngstown, OH",9320,15
1991,1991,NA,NA,37716
1992,1992,"Akron, OH",0080,41
1992,1992,"Albany-Schenectady, NY",0160,109
1992,1992,"Albuquerque, N.M.",0200,70
1992,1992,"Allentown, PA",0240,39
1992,1992,"Ann Arbor, MI",0440,24
1992,1992,"Atlanta, GA",0520,970
1992,1992,"Austin, TX",0640,276
1992,1992,"Bakersfield, CA",0680,51
1992,1992,"Baltimore, MD",0720,730
1992,1992,"Baton Rouge, LA",0760,83
1992,1992,"Bergen-Passaic, NJ",0875,266
1992,1992,"Birmingham, AL",1000,109
1992,1992,"Boston, MA",1123,717
1992,1992,"Buffalo, NY",1280,88
1992,1992,"Charleston, SC",1440,83
1992,1992,"Charlotte, NC",1520,112
1992,1992,"Chicago, IL",1600,1627
1992,1992,"Cincinnati, OH",1640,129
1992,1992,"Cleveland, OH",1680,220
1992,1992,"Colorado Springs, CO",1720,22
1992,1992,"Columbia, SC",1760,71
1992,1992,"Columbus, OH",1840,190
1992,1992,"Dallas, TX",1920,684
1992,1992,"Dayton, OH",2000,70
1992,1992,"Daytona Beach, FL",2020,65
1992,1992,"Denver, CO",2080,320
1992,1992,"Detroit, MI",2160,625
1992,1992,"El Paso, TX",2320,49
1992,1992,"Fort Lauderdale, FL",2680,822
1992,1992,"Fort Wayne, IN",2760,16
1992,1992,"Fort Worth, TX",2800,176
1992,1992,"Fresno, CA",2840,90
1992,1992,"Gary, IN",2960,44
1992,1992,"Grand Rapids, MI",3000,35
1992,1992,"Greensboro, NC",3120,107
1992,1992,"Greenvile, SC",3160,85
1992,1992,"Harrisburg, PA",3240,42
1992,1992,"Hartford, CT",3283,208
1992,1992,"Honolulu, HI",3320,103
1992,1992,"Houston, TX",3360,991
1992,1992,"Indianapolis, IN",3480,170
1992,1992,"Jacksonville, FL",3600,322
1992,1992,"Jersey City, NJ",3640,281
